,id,createdTime,Company,Location HQ,Industry,# Laid Off,Date,Source,$ Raised (mm),Stage,Date Added,Country,%,List of Employees Laid Off
0,recMLtLMS7rdqtRRC,2024-02-24T01:34:17.000Z,Redesign Health,New York City,Healthcare,77.0,2024-02-23T00:00:00.000Z,https://www.crainsnewyork.com/health-pulse/union-square-based-redesign-health-cuts-staff-slows-startup-creation,315.0,Series C,2024-02-24T01:34:17.000Z,United States,,
1,recVvAOCTNB0crBCw,2024-02-24T01:33:51.000Z,Carbon Health,SF Bay Area,Healthcare,56.0,2024-02-23T00:00:00.000Z,https://www.sfchronicle.com/bayarea/article/bay-area-layoffs-carbon-health-18684600.php,522.0,Series D,2024-02-24T01:33:51.000Z,United States,,
2,recltW5OETeb1DM3o,2024-02-24T01:55:05.000Z,Vice Media,New York City,Media,,2024-02-22T00:00:00.000Z,https://www.nytimes.com/2024/02/22/business/vice-media-layoffs.html,1600.0,Unknown,2024-02-24T01:55:05.000Z,United States,,
3,recE1HenHF7zzgPYB,2024-02-22T05:51:24.000Z,Affirm,Pittsburgh,Finance,60.0,2024-02-21T00:00:00.000Z,https://bnnbreaking.com/finance-nav/affirms-pittsburgh-layoffs-a-tale-of-corporate-strategy-and-employee-impact,1500.0,Post-IPO,2024-02-22T05:51:24.000Z,United States,,
4,recSf9an9yqAS1cUM,2024-02-22T05:50:06.000Z,Finder,Sydney Non-U.S.,Retail,60.0,2024-02-21T00:00:00.000Z,https://www.startupdaily.net/topic/business/finder-cuts-staffing-for-the-3rd-time-in-a-year-shedding-60-jobs/,30.0,Unknown,2024-02-22T05:50:06.000Z,Australia,0.17,
5,reccXApFOkXiHwf5v,2024-02-23T00:21:23.000Z,BuzzFeed,New York City,Media,,2024-02-21T00:00:00.000Z,https://variety.com/2024/digital/news/buzzfeed-sells-complex-ntwrk-layoffs-1235918498/,696.0,Post-IPO,2024-02-23T00:21:23.000Z,United States,0.16,
6,rec8bamFdsAAUQbEK,2024-02-22T05:47:27.000Z,Rivian,Detroit,Transportation,,2024-02-21T00:00:00.000Z,https://techcrunch.com/2024/02/21/rivian-lays-off-10-of-workforce-as-ev-pricing-pressure-mounts/,10700.0,Post-IPO,2024-02-22T05:47:27.000Z,United States,0.1,
7,recCsKUkzw7jqGDmk,2024-02-21T04:22:36.000Z,Aptiv,Krakow Non-U.S.,Transportation,250.0,2024-02-20T00:00:00.000Z,"https://wyborcza.biz/biznes/7,159911,30719165,w-pol-godziny-zwolnili-250-osob-dostal-godzine-na-spakowanie.html?disableRedirects=true",8.0,Post-IPO,2024-02-21T04:22:36.000Z,Poland,,
8,rec5g3DvX3dCnN2d2,2024-02-21T04:25:14.000Z,Tails.com,London Non-U.S.,Retail,55.0,2024-02-20T00:00:00.000Z,https://www.businessinsider.com/tails-com-is-laying-off-25-percent-of-staffers-2024-2,5.0,Series A,2024-02-21T04:25:14.000Z,United Kingdom,0.25,
9,recoYAoM45voHmN3k,2024-02-21T04:26:50.000Z,KnownOrigin,Manchester Non-U.S.,Crypto,,2024-02-20T00:00:00.000Z,https://crypto.news/ebay-reportedly-laid-off-staff-at-nft-marketplace-knownorigin-it-acquired-in-2022/,3.0,Acquired,2024-02-21T04:26:50.000Z,United Kingdom,0.3,
10,reczXTZdwIgrDoi47,2024-02-21T04:28:42.000Z,Meati,Boulder,Food,,2024-02-20T00:00:00.000Z,https://techcrunch.com/2024/02/20/meati-foods-cuts-workforce-amid-ceo-shift/,274.0,Series C,2024-02-21T04:28:42.000Z,United States,0.3,
11,recp4SYIr1ZZIXxBy,2024-02-16T18:39:00.000Z,Farfetch,London Non-U.S.,Retail,2000.0,2024-02-16T00:00:00.000Z,https://www.drapersonline.com/news/farfetch-to-cut-up-to-30-jobs,1700.0,Acquired,2024-02-16T18:39:00.000Z,United Kingdom,0.25,
12,recADAPN1L0e0UchA,2024-02-20T02:39:51.000Z,Voi,Stockholm Non-U.S.,Transportation,120.0,2024-02-16T00:00:00.000Z,https://sifted.eu/articles/voi-layoffs-news,515.0,Series D,2024-02-20T02:39:51.000Z,United States,0.12,
13,recrgeBBOI5JjmUv9,2024-02-15T16:48:04.000Z,Toast,Boston,Food,550.0,2024-02-15T00:00:00.000Z,https://www.bloomberg.com/news/articles/2024-02-15/toast-layoffs-to-impact-hundreds-at-restaurant-tech-company?embedded-checkout=true,962.0,Post-IPO,2024-02-15T16:48:04.000Z,United States,0.1,
14,recFnLlQIdN4KER1O,2024-02-21T05:22:49.000Z,Sonder,SF Bay Area,Travel,106.0,2024-02-15T00:00:00.000Z,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1819395/000181939524000007/son-20240215.htm,839.0,Post-IPO,2024-02-21T05:22:49.000Z,United States,0.17,
15,recSyz0wz3ZWuh06G,2024-02-16T18:37:24.000Z,Storytel,Stockholm Non-U.S.,Consumer,80.0,2024-02-15T00:00:00.000Z,https://investors.storytel.com/en/wp-content/uploads/sites/2/2024/02/presentation-q4-report-2023.pdf,312.0,Post-IPO,2024-02-16T18:37:24.000Z,Sweden,0.13,
16,reciBxkUzwevreXyb,2024-02-16T18:35:19.000Z,Gro Intelligence,New York City,Food,20.0,2024-02-15T00:00:00.000Z,https://agfundernews.com/ai-powered-ag-insights-platform-gro-intelligence-lays-off-10-of-its-staff,118.0,Series B,2024-02-16T18:35:19.000Z,United States,0.1,
17,rechi6gRBGzzvAGBS,2024-02-15T19:34:43.000Z,CodeSee,SF Bay Area,Data,,2024-02-15T00:00:00.000Z,https://www.linkedin.com/posts/shaneak_i-am-very-sad-to-announce-officially-activity-7163970333912289281-DaOb/,10.0,Seed,2024-02-15T19:34:43.000Z,United States,1.0,
18,recuPryVETZ262231,2024-02-15T23:17:21.000Z,May Mobility,Ann Arbor,Transportation,,2024-02-15T00:00:00.000Z,https://www.detroitnews.com/story/business/autos/2024/02/15/michigan-based-av-startup-may-mobility-reduces-workforce-by-13/72618523007/,303.0,Series D,2024-02-15T23:17:21.000Z,United States,0.13,
19,rec8cPUZkonr7VseU,2024-02-14T22:20:55.000Z,Cisco,SF Bay Area,Infrastructure,4250.0,2024-02-14T00:00:00.000Z,https://www.cnbc.com/2024/02/14/cisco-cutting-5percent-of-global-workforce-in-restructuring-move.html,2.0,Post-IPO,2024-02-14T22:20:55.000Z,United States,0.05,
20,recq9J5lgExokOzVs,2024-02-15T16:45:26.000Z,Wint Wealth,Nashik Non-U.S.,Finance,19.0,2024-02-14T00:00:00.000Z,https://inc42.com/buzz/exclusive-wint-wealth-fires-20-of-its-workforce-in-a-restructuring-exercise/,16.0,Series A,2024-02-15T16:45:26.000Z,India,0.2,
21,rec3feloFi2ySubYg,2024-02-14T20:48:22.000Z,Away,New York City,Retail,,2024-02-14T00:00:00.000Z,https://www.inc.com/rebecca-deczynski/away-just-cut-25-percent-of-its-internal-staff-ceo-jen-rubio-shares-companys-path-forward.html,181.0,Series D,2024-02-14T20:48:22.000Z,United States,0.25,
22,rec8RDRM1m6eOh4Mo,2024-02-13T21:17:45.000Z,Instacart,SF Bay Area,Food,250.0,2024-02-13T00:00:00.000Z,https://www.cnbc.com/2024/02/13/instacart-layoffs-company-to-cut-250-employees-or-about-7percent.html,2900.0,Post-IPO,2024-02-13T21:17:45.000Z,United States,0.07,
23,recHGdarMelsxpdR5,2024-02-14T16:12:55.000Z,Redesign Health,New York City,Healthcare,77.0,2024-02-13T00:00:00.000Z,https://www.fiercehealthcare.com/health-tech/redesign-health-reduces-workforce-it-slows-down-pace-new-company-launches-2024,315.0,Unknown,2024-02-14T16:12:55.000Z,United States,,
24,rec41qrx4Z3ew5h73,2024-02-13T21:19:22.000Z,Mozilla,SF Bay Area,Consumer,60.0,2024-02-13T00:00:00.000Z,https://www.bloomberg.com/news/articles/2024-02-13/firefox-maker-mozilla-is-cutting-60-jobs-after-naming-new-ceo,2.3,Unknown,2024-02-13T21:19:22.000Z,United States,0.05,https://docs.google.com/spreadsheets/d/14KNRPeFfQy5sWUictqvG9_ScP8Oaep-qdAVBJWJEL0A/edit#gid=0
25,recqYH07JYgzeSlD1,2024-02-14T16:06:51.000Z,Riskified,New York City,Retail,40.0,2024-02-13T00:00:00.000Z,https://en.globes.co.il/en/article-israeli-fintech-co-riskified-lays-off-6-of-workforce-1001471055,229.0,Post-IPO,2024-02-14T16:06:51.000Z,United States,0.06,
26,recyWFf9Tj9z7kuxJ,2024-02-15T16:51:17.000Z,Everybuddy,Tel Aviv Non-U.S.,Consumer,,2024-02-13T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/rj28wryo6,15.0,Series A,2024-02-15T16:51:17.000Z,Israel,1.0,
27,recKPtofoWZvrC25J,2024-02-14T16:09:33.000Z,Wisense,Tel Aviv Non-U.S.,Transportation,,2024-02-13T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/rjeyhktjt,37.0,Unknown,2024-02-14T16:09:33.000Z,Israel,1.0,
28,recoOYDrcwROaFdQ9,2024-02-09T16:45:34.000Z,Licious,Bengaluru Non-U.S.,Food,80.0,2024-02-09T00:00:00.000Z,https://www.livemint.com/companies/licious-lays-off-80-employees-with-eye-on-growth-11707473279919.html,490.0,Series F,2024-02-09T16:45:34.000Z,India,0.03,
29,recCSwl38Ehya0LX5,2024-02-10T00:37:27.000Z,BlissClub,Bengaluru Non-U.S.,Retail,21.0,2024-02-09T00:00:00.000Z,https://inc42.com/buzz/exclusive-d2c-startup-blissclub-fires-about-18-workforce-to-cut-costs/,20.0,Series A,2024-02-10T00:37:27.000Z,India,0.18,
30,rec3IWhPJ9lSpm3Vh,2024-02-12T20:57:06.000Z,Kandji,San Diego,Other,,2024-02-09T00:00:00.000Z,Internal memo,188.0,Series C,2024-02-12T20:57:06.000Z,United States,,
31,rec9fSodvMyX6kn3b,2024-02-08T22:11:27.000Z,Pure Storage,SF Bay Area,Data,275.0,2024-02-08T00:00:00.000Z,https://blocksandfiles.com/2024/02/08/pure-storage-lays-off-staff-again/,529.0,Post-IPO,2024-02-08T22:11:27.000Z,United States,,
32,recNnwrJzs6tDlMVZ,2024-02-20T02:34:33.000Z,Otovo,Oslo Non-U.S.,Energy,65.0,2024-02-08T00:00:00.000Z,https://www.mynewsdesk.com/otovo/pressreleases/otovo-q4-2023-cost-cuts-and-efficiency-program-executed-ready-for-2024-3302572,247.0,Post-IPO,2024-02-20T02:34:33.000Z,Norway,0.15,
33,recd2SzOi6GRXMcH2,2024-02-08T22:02:59.000Z,Getaround,SF Bay Area,Transportation,,2024-02-08T00:00:00.000Z,https://techcrunch.com/2024/02/08/car-sharing-company-getaround-cuts-one-third-of-u-s-workforce/,948.0,Post-IPO,2024-02-08T22:02:59.000Z,United States,0.3,
34,reczVGjn7s8uLcw4e,2024-02-10T00:36:47.000Z,Journera,Chicago,Travel,,2024-02-08T00:00:00.000Z,https://www.phocuswire.com/jeffrey-katz-journera-shuts-down,31.0,Series B,2024-02-10T00:36:47.000Z,United States,1.0,
35,rec5SSCKeyHMny1Bp,2024-02-07T17:14:35.000Z,Grammarly,SF Bay Area,Consumer,230.0,2024-02-07T00:00:00.000Z,https://elbuz.com/en/grammarly-skorochue-230-chleniv-komandi-37-z-yakikh-v-ukraini,400.0,Unknown,2024-02-07T17:14:35.000Z,United States,,
36,recqSqRyz3eD7ddyO,2024-02-07T23:54:30.000Z,Fireblocks,New York City,Crypto,20.0,2024-02-07T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/rjkvszzit,1000.0,Series E,2024-02-07T23:54:30.000Z,United States,0.03,
37,recqrBRoYG81rxbCK,2024-02-08T22:21:44.000Z,Tenable,Baltimore,Security,,2024-02-07T00:00:00.000Z,https://bnnbreaking.com/finance-nav/tenable-reveals-strong-q4-2023-financial-performance-and-strategy-optimization,565.0,Post-IPO,2024-02-08T22:21:44.000Z,United States,0.05,
38,recQ58AEDZCyiqL56,2024-02-07T16:59:39.000Z,Workfellow,Espoo Non-U.S.,HR,,2024-02-07T00:00:00.000Z,https://tech.eu/2024/02/07/finnish-hrtech-startup-workfellow-announces-shutdown-amid-challenges/,3.0,Seed,2024-02-07T16:59:39.000Z,Finland,1.0,
39,recE7eHiO02egNfPt,2024-02-06T17:02:13.000Z,DocuSign,SF Bay Area,Sales,440.0,2024-02-06T00:00:00.000Z,https://www.cnbc.com/2024/02/06/docusign-to-lay-off-6percent-of-workforce-or-about-440-jobs.html,536.0,Post-IPO,2024-02-06T17:02:13.000Z,United States,0.06,
40,rec2zCOLSIakt8rMX,2024-02-07T16:57:52.000Z,Amazon,Seattle,Retail,400.0,2024-02-06T00:00:00.000Z,https://www.businessinsider.com/amazon-one-medical-pharmacy-layoffs-broader-cost-cutting-campaign-2024-2,108.0,Post-IPO,2024-02-07T16:57:52.000Z,United States,,
41,recX3Z1ziiJamWUxt,2024-02-05T15:04:51.000Z,Snap,Los Angeles,Consumer,500.0,2024-02-05T00:00:00.000Z,https://www.cnbc.com/2024/02/05/snap-to-lay-off-10percent-of-global-workforce-around-500-employees.html,4900.0,Post-IPO,2024-02-05T15:04:51.000Z,United States,0.1,
42,recP3hvf14acdQFbC,2024-02-06T04:36:32.000Z,Drizly,Boston,Retail,168.0,2024-02-05T00:00:00.000Z,https://www.boston.com/news/business/2024/02/05/uber-drizly-to-lay-off-168-boston-workers/,119.0,Acquired,2024-02-06T04:36:32.000Z,United States,1.0,
43,recaTVBsVbv3Yci8v,2024-02-06T04:22:45.000Z,BillGO,Fort Collins,Finance,80.0,2024-02-05T00:00:00.000Z,https://www.coloradoan.com/story/money/business/2024/02/05/billgo-announces-80-layoffs-at-fort-collins-office/72484159007/,119.0,Series B,2024-02-06T04:22:45.000Z,United States,,
44,recGufSDCNNYUSrrW,2024-02-06T17:03:56.000Z,Impact.com,Los Angeles,Sales,40.0,2024-02-05T00:00:00.000Z,https://www.adnews.com.au/news/impact-com-cuts-staff-in-global-cost-cutting,361.0,Private Equity,2024-02-06T17:03:56.000Z,United States,0.03,
45,recwq20IEMc8qTrO7,2024-02-06T04:28:06.000Z,Astrate Medical,Philadelphia,Healthcare,,2024-02-05T00:00:00.000Z,https://www.businessinsider.com/exclusive-why-baby-tech-startup-astarte-medical-shutting-down-2024-1,13.0,Series A,2024-02-06T04:28:06.000Z,United States,1.0,
46,rec7evGtsgAFIxY56,2024-02-06T04:26:42.000Z,Meetup,New York City,Consumer,,2024-02-05T00:00:00.000Z,https://www.meetup.com/blog/recent-changes-and-a-look-toward-the-future/,18.0,Acquired,2024-02-06T04:26:42.000Z,United States,,
47,recINyTEk8G9ZIf3s,2024-02-06T04:37:04.000Z,Muvin,Bengaluru Non-U.S.,Finance,,2024-02-05T00:00:00.000Z,https://entrackr.com/2024/02/exclusive-neobank-muvin-shuts-down-operations/,4.0,Seed,2024-02-06T04:37:04.000Z,India,1.0,
48,recyd8PSVvDrWnLm5,2024-02-06T04:25:15.000Z,Nomad Health,New York City,Healthcare,,2024-02-05T00:00:00.000Z,https://www.businessinsider.com/nomad-health-layoffs-employees-healthcare-2024-2,218.0,Unknown,2024-02-06T04:25:15.000Z,United States,,
49,rectXV28NmHb20WnI,2024-02-06T04:23:29.000Z,Zwift,Los Angeles,Fitness,,2024-02-05T00:00:00.000Z,https://forums.zwift.com/t/zwift-organizational-changes-february-2024/623962,619.0,Series C,2024-02-06T04:23:29.000Z,United States,,
50,rec1HTgwUlPYHWrdl,2024-02-05T05:01:23.000Z,Cue Health,San Diego,Healthcare,245.0,2024-02-02T00:00:00.000Z,https://www.sandiegouniontribune.com/business/story/2024-02-02/cue-health-lays-off-more-than-30-percent-of-its-global-workforce,899.0,Post-IPO,2024-02-05T05:01:23.000Z,United States,0.3,
51,recQ1FzkTq2OmPszf,2024-02-02T16:32:39.000Z,Top Hat,Toronto Non-U.S.,Education,35.0,2024-02-02T00:00:00.000Z,https://betakit.com/toronto-software-companies-top-hat-loopio-wattpad-make-layoffs/,234.0,Series E,2024-02-02T16:32:39.000Z,Canada,0.07,
52,recP72UqTIXUsUt7J,2024-02-03T01:52:50.000Z,Cake Bikes,Stockholm Non-U.S.,Transportation,,2024-02-02T00:00:00.000Z,https://techcrunch.com/2024/02/02/cake-electric-motorcycle-bankruptcy/,74.0,Unknown,2024-02-03T01:52:50.000Z,Sweden,1.0,
53,recDEjW9AKbxoXEdP,2024-02-03T01:53:48.000Z,Small Robot Company,Salisbury Non-U.S.,Food,,2024-02-02T00:00:00.000Z,https://www.therobotreport.com/agtech-startup-small-robot-company-shutting-down/,10.0,Unknown,2024-02-03T01:53:48.000Z,United Kingdom,1.0,
54,recneVtbdWn6Hir0x,2024-02-03T01:55:38.000Z,Twig,London Non-U.S.,Finance,,2024-02-02T00:00:00.000Z,https://www.fintechfutures.com/2024/02/uk-fintech-twig-enters-liquidation/,41.0,Unknown,2024-02-03T01:55:38.000Z,United Kingdom,1.0,
55,rec52ygwAymZVYe6e,2024-02-01T17:03:13.000Z,Okta,SF Bay Area,Security,400.0,2024-02-01T00:00:00.000Z,https://www.cnbc.com/2024/02/01/okta-to-lay-off-7percent-of-staff-about-400-employees.html,1200.0,Post-IPO,2024-02-01T17:03:13.000Z,United States,0.07,https://airtable.com/appilBn4aOZswmTN1/shrCxmCQiiReYuP8G
56,recpNTyolPkwmdyL5,2024-02-01T18:25:36.000Z,Zoom,SF Bay Area,Other,150.0,2024-02-01T00:00:00.000Z,https://www.cnbc.com/2024/02/01/zoom-layoffs-company-cuts-150-employees-2percent-of-workforce.html,276.0,Post-IPO,2024-02-01T18:25:36.000Z,United States,0.02,
57,recXOKrTxyzI0NBR4,2024-02-03T01:51:41.000Z,Illumina,San Diego,Healthcare,111.0,2024-02-01T00:00:00.000Z,https://www.sandiegouniontribune.com/business/story/2024-02-01/illumina-lays-off-11,28.0,Post-IPO,2024-02-03T01:51:41.000Z,United States,,
58,recWEjheybcLURnK5,2024-02-01T17:14:49.000Z,Polygon,Cayman Islands Non-U.S.,Crypto,60.0,2024-02-01T00:00:00.000Z,https://forum.polygon.technology/t/an-update-on-polygon-labs-polygon-ventures-and-polygon-id/13507,451.0,Unknown,2024-02-01T17:14:49.000Z,Cayman Islands,0.19,
59,recAHEWZoY1WHCoO5,2024-02-02T00:10:48.000Z,Indigo,Boston,Other,,2024-02-01T00:00:00.000Z,https://www.bizjournals.com/boston/news/2024/02/01/indigo-cuts-jobs-new-ceo-takes-over.html,1200.0,Series F,2024-02-02T00:10:48.000Z,United States,,
60,recInm9t5lXiXN3pe,2024-01-31T17:02:14.000Z,Proofpoint,SF Bay Area,Security,280.0,2024-01-31T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjaniiwc6,885.0,Acquired,2024-01-31T17:02:14.000Z,United States,0.06,
61,rec0R7cqhzNUkDUZ4,2024-02-02T00:09:50.000Z,Trove Recommerce,SF Bay Area,Retail,130.0,2024-01-31T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2024/01/31/trove-apparel-resale-tech-layoff-brisbane.html,152.0,Series E,2024-02-02T00:09:50.000Z,United States,,
62,recaFr8Q3Y7pr0Bx6,2024-02-01T17:19:02.000Z,CircleCI,SF Bay Area,Product,100.0,2024-01-31T00:00:00.000Z,Internal memo,315.0,Series F,2024-02-01T17:19:02.000Z,United States,,
63,recGoWi1GoZWDzhrn,2024-01-31T17:03:43.000Z,Thinx,New York City,Retail,95.0,2024-01-31T00:00:00.000Z,https://www.modernretail.co/operations/thinx-to-layoff-95-workers-per-new-york-state-labor-filing/,26.0,Acquired,2024-01-31T17:03:43.000Z,United States,,
64,recWkGBXFvWw95kBS,2024-02-01T17:11:16.000Z,Innoviz,Tel Aviv Non-U.S.,Transportation,60.0,2024-01-31T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjs6xbucp,547.0,Post-IPO,2024-02-01T17:11:16.000Z,Israel,0.13,
65,recEmavca4ice33IP,2024-02-01T17:08:27.000Z,The Messenger,Miami,Media,,2024-01-31T00:00:00.000Z,https://www.nbcnews.com/news/us-news/startup-news-site-messenger-shutters-less-year-launch-rcna136643,,Unknown,2024-02-01T17:08:27.000Z,United States,1.0,
66,recYzhbT0uRrCluSa,2024-02-02T15:36:48.000Z,Zuora,SF Bay Area,Finance,,2024-01-31T00:00:00.000Z,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/0001423774/000142377424000052/zuo-20240127.htm,647.0,Post-IPO,2024-02-02T15:36:48.000Z,United States,0.08,
67,reczZv9PBrbLQ25wG,2024-01-30T19:28:43.000Z,PayPal,SF Bay Area,Finance,2500.0,2024-01-30T00:00:00.000Z,https://www.bloomberg.com/news/articles/2024-01-30/paypal-to-cut-around-2-500-jobs-as-rivals-snag-market-share,216.0,Post-IPO,2024-01-30T19:28:43.000Z,United States,0.09,
68,recPGsXKuCbtxfXoG,2024-01-30T19:09:30.000Z,Block,SF Bay Area,Finance,1000.0,2024-01-30T00:00:00.000Z,https://www.businessinsider.com/block-layoffs-jack-dorsey-tech-industry-cuts-2024-1,150.0,Post-IPO,2024-01-30T19:09:30.000Z,United States,0.1,https://docs.google.com/spreadsheets/d/1z87eN8hKqfINawqSEswcOTkrPTBVHvYaSUlwmR9uCoc/edit#gid=705603816
69,rec4BskJ0BBO6ZfyW,2024-01-30T16:43:30.000Z,Kiwi.com,Brno Non-U.S.,Travel,216.0,2024-01-30T00:00:00.000Z,https://cc.cz/vyhledavac-letenek-kiwi-com-hromadne-propousti-nejtezsi-rozhodnuti-v-zivote-rika-dlouhy/,107.0,Unknown,2024-01-30T16:43:30.000Z,Czech Republic,0.18,
70,recx2jlXceIo5hlXz,2024-01-30T17:59:22.000Z,Aurora Solar,SF Bay Area,Energy,111.0,2024-01-30T00:00:00.000Z,https://techcrunch.com/2024/01/30/aurora-solar-layoffs/,523.0,Series D,2024-01-30T17:59:22.000Z,United States,0.2,
71,recWBe7EKo7TSTJWT,2024-01-31T19:19:04.000Z,Wattpad,Toronto Non-U.S.,Media,20.0,2024-01-30T00:00:00.000Z,https://techcrunch.com/2024/01/30/wattpad-a-storytelling-platform-conducts-another-layoff-round/,117.0,Acquired,2024-01-31T19:19:04.000Z,Canada,0.1,
72,recZ17Sxc7dvy2npo,2024-01-31T03:46:59.000Z,TechCrunch,SF Bay Area,Media,7.0,2024-01-30T00:00:00.000Z,https://www.adweek.com/media/techcrunch-shutters-subscription-layoffs/,,Acquired,2024-01-31T03:46:59.000Z,United States,,
73,recwiffG3uLRBvbTg,2024-01-31T00:10:02.000Z,Noom,New York City,Fitness,,2024-01-30T00:00:00.000Z,https://endpts.com/weight-loss-app-noom-lays-off-employees-including-coaches-and-engineers/,657.0,Series F,2024-01-31T00:10:02.000Z,United States,,
74,recEu2HWvEEHGKWpt,2024-02-01T17:13:22.000Z,Vipps,Vilnius Non-U.S.,Finance,,2024-01-30T00:00:00.000Z,https://www.lrytas.lt/verslas/rinkos-pulsas/2024/01/30/news/vilniuje-uzdaro-mobiliu-mokejimu-kompanijos-padalini-atleidzia-100-darbuotoju-30322693#google_vignette,,Unknown,2024-02-01T17:13:22.000Z,Lithuania,,
75,rec6GlHW0gWoFjpue,2024-01-29T16:47:29.000Z,iRobot,Boston,Consumer,350.0,2024-01-29T00:00:00.000Z,https://www.cnbc.com/2024/01/29/amazon-terminates-irobot-deal-vacuum-maker-to-lay-off-31percent-of-staff.html,30.0,Post-IPO,2024-01-29T16:47:29.000Z,United States,0.31,
76,recAuqUZysx8wVdDx,2024-01-30T05:10:20.000Z,DispatchHealth,Denver,Healthcare,88.0,2024-01-29T00:00:00.000Z,https://homehealthcarenews.com/2024/01/layoffs-hit-at-home-care-innovator-dispatchhealth/,733.0,Series E,2024-01-30T05:10:20.000Z,United States,,
77,recCH7scKZm1i0hvj,2024-01-30T05:07:29.000Z,Loopio,Toronto Non-U.S.,Sales,,2024-01-29T00:00:00.000Z,https://www.linkedin.com/posts/zakirhemraj_today-we-made-the-difficult-decision-to-activity-7157834089197105154-sDoL/,263.0,Private Equity,2024-01-30T05:07:29.000Z,Canada,0.06,
78,recn9QE54NO6o7sHG,2024-01-26T14:26:09.000Z,Salesforce,SF Bay Area,Sales,700.0,2024-01-26T00:00:00.000Z,https://www.wsj.com/economy/jobs/salesforce-laying-off-700-workers-in-latest-tech-industry-downsizing-6a082fa3,65.0,Post-IPO,2024-01-26T14:26:09.000Z,United States,0.01,
79,recsm8CJFuhzN3XZ1,2024-01-26T19:48:39.000Z,Flexport,SF Bay Area,Logistics,,2024-01-26T00:00:00.000Z,https://www.theinformation.com/articles/flexport-to-lay-off-nearly-20-of-staff-in-latest-cuts,2400.0,Series E,2024-01-26T19:48:39.000Z,United States,0.2,https://docs.google.com/spreadsheets/d/1d6ejecq8qy46SJv_VJk2TMbzT_S_77EGHPHjYMcJruw/edit?resourcekey#gid=550780554
80,recVLALIGynEkQCG5,2024-01-27T14:06:31.000Z,Productboard,SF Bay Area,Product,,2024-01-26T00:00:00.000Z,https://www.businessinsider.com/kleiner-perkins-sequoia-and-bessemer-backed-productboard-fourth-round-layoffs-2024-1,,Series D,2024-01-27T14:06:31.000Z,United States,,
81,recf5afIFvDJvNbAf,2024-01-25T14:42:40.000Z,Microsoft,Seattle,Other,1900.0,2024-01-25T00:00:00.000Z,https://www.theverge.com/2024/1/25/24049050/microsoft-activision-blizzard-layoffs,1.0,Post-IPO,2024-01-25T14:42:40.000Z,United States,,
82,recRzgHXV6siN61mt,2024-01-25T14:45:14.000Z,Swiggy,Bengaluru Non-U.S.,Food,400.0,2024-01-25T00:00:00.000Z,https://techcrunch.com/2024/01/25/swiggy-to-cut-another-400-jobs-ahead-of-ipo-later-this-year/,3600.0,Unknown,2024-01-25T14:45:14.000Z,India,0.07,
83,rectiQ3o03dfiM0z9,2024-01-26T19:50:26.000Z,Veho,Boulder,Logistics,65.0,2024-01-25T00:00:00.000Z,https://techcrunch.com/2024/01/25/delivery-startup-veho-makes-corporate-job-cuts/,299.0,Series B,2024-01-26T19:50:26.000Z,United States,0.19,
84,recscvHV6huAQ1cET,2024-01-27T14:08:57.000Z,Amperity,Seattle,Marketing,20.0,2024-01-25T00:00:00.000Z,https://www.bizjournals.com/seattle/news/2024/01/25/amperity-layoffs-restructuring-seattle.html,187.0,Series D,2024-01-27T14:08:57.000Z,United States,,
85,recuG6sTfq1oy2SXe,2024-02-16T18:36:08.000Z,MVPindex,Austin,Marketing,12.0,2024-01-25T00:00:00.000Z,https://www.sportsbusinessjournal.com/Articles/2024/01/25/mvpindex-cuts,27.0,Series B,2024-02-16T18:36:08.000Z,United States,0.3,
86,rec95cYIiYE8uRPS0,2024-01-26T14:47:07.000Z,Business Insider,New York City,Media,,2024-01-25T00:00:00.000Z,https://thehill.com/homenews/media/4428915-business-insider-lay-off-newsroom/,56.0,Acquired,2024-01-26T14:47:07.000Z,United States,0.08,
87,recSahUFmSW3W29Qq,2024-01-26T14:43:27.000Z,Cova,Lagos Non-U.S.,Finance,,2024-01-25T00:00:00.000Z,https://techpoint.africa/2024/01/25/techpoint-digest-756/,,Unknown,2024-01-26T14:43:27.000Z,Nigeria,1.0,
88,rec7LWdSUj7HC4mnL,2024-01-25T14:40:34.000Z,Jamf,Minneapolis,Other,,2024-01-25T00:00:00.000Z,https://www.streetinsider.com/dr/news.php?id=22671112,332.0,Post-IPO,2024-01-25T14:40:34.000Z,United States,0.06,
89,recFUIaTp6QPhcbWF,2024-01-25T18:46:19.000Z,Personio,Munich Non-U.S.,HR,100.0,2024-01-24T00:00:00.000Z,Internal memo,724.0,Series E,2024-01-25T18:46:19.000Z,Germany,,
